industry,name,rank,founded,country
Industrial Machinery,Emerson Electric Co.,4771,1890 (133 yrs old),USA
Industrial Machinery,Parle Elizabeth Tools,4770,2008 (15 yrs old),Canada
Recruitment,HiyaMee,4769,2016 (7 yrs old),Germany
Financial Services,Anand Rathi: Online Stock Trading & Advisory,4767,1994 (29 yrs old),India
IT Services & Consulting,SRM Technologies Pvt.Ltd,4768,1998 (25 yrs old),UK
IT Services & Consulting,Aptean,4766,1998 (25 yrs old),USA
,DST Worldwide Services,4765,,USA
Management Consulting,BCG,4764,1963 (60 yrs old),Germany
Real Estate,Marathon Realty,4763,1969 (54 yrs old),India
Law Enforcement & Security,Nisa Industrial Services,4759,1973 (50 yrs old),USA
Media & Entertainment,Network 18,4761,1993 (30 yrs old),USA
Software Product,Intelliswift Software,4762,2001 (22 yrs old),Netherlands
Pharma,Pulse Pharmaceuticals,4757,1997 (26 yrs old),India
Non-Profit,Piramal Foundation,4758,2008 (15 yrs old),USA
Engineering & Construction,Welspun Enterprises,4760,1976 (47 yrs old),Israel
Insurance,The New India Assurance Co.,4756,1919 (104 yrs old),Luxembourg
Packaging,Vacmet India,4753,1993 (30 yrs old),Spain
Engineering & Construction,MBL Infrastructures,4752,1995 (28 yrs old),UK
Education & Training,Touchstone Educationals,4755,1998 (25 yrs old),USA
Engineering & Construction,Archirodon,4754,1959 (64 yrs old),USA
Industrial Machinery,Ferromatik Milacron,4751,1884 (139 yrs old),USA
IT Services & Consulting,SEED Infotech,4750,1994 (29 yrs old),Singapore
Industrial Machinery,Kubota Agricultural Machinery India,4748,2008 (15 yrs old),Cambodia
IT Services & Consulting,IQ BackOffice,4747,2002 (21 yrs old),USA
Government,Income Tax Department India,4749,1860 (163 yrs old),USA
Recruitment,Gi Group,4746,1998 (25 yrs old),USA
Engineering & Construction,Sj Contracts,4745,1990 (33 yrs old),USA
Engineering & Construction,Saudi Oger,4744,1978 (45 yrs old),USA
Industrial Machinery,A-1 Fence Products,4743,1998 (25 yrs old),USA
Iron & Steel,Indian Steel Corporation,4740,2004 (19 yrs old),Canada
Agro Chemicals,Rashtriya Chemicals and Fertilizers,4742,1967 (56 yrs old),USA
Telecom,Vedang Radio Technology,4741,2005 (18 yrs old),Netherlands
Agriculture,RASI SEEDS,4739,1973 (50 yrs old),USA
Pharma,Indchemie Health Specialities,4736,1986 (37 yrs old),USA
EdTech,IndiaCan,4738,2008 (15 yrs old),China
Healthcare,Hindustan Latex Family Planning Promotion Trust,4737,1992 (31 yrs old),USA
Education & Training,Maharishi Vidya Mandir,4734,1983 (40 yrs old),Canada
IT Services & Consulting,Odessa,4735,1998 (25 yrs old),USA
Clinical Research,PPD,4732,1985 (38 yrs old),Canada
IT Services & Consulting,Microlink Solutions,4733,1996 (27 yrs old),USA
IT Services & Consulting,Ict Sms,4731,2009 (14 yrs old),USA
Retail,Ferns ‘N’ Petals,4729,1994 (29 yrs old),Canada
Pharma,Saurav Chemicals,4730,1991 (32 yrs old),USA
IT Services & Consulting,Innova Solutions,4728,2006 (17 yrs old),USA
Industrial Machinery,Sahajanand Laser Technology,4726,1989 (34 yrs old),Canada
Pharma,Excelra Knowledge Solutions,4727,2001 (22 yrs old),USA
Engineering & Construction,Perkins,4725,1932 (91 yrs old),Canada
Engineering & Construction,ARCADIS,4724,2009 (14 yrs old),USA
Packaging,Amcor Flexibles India,4723,1864 (159 yrs old),USA
IT Services & Consulting,Cygnet Infotech,4721,2000 (23 yrs old),Austria
Engineering & Construction,Sunil Hitech Engineers,4722,1998 (25 yrs old),Brazil
Pharma,Eugia Pharma Specialities,4718,,USA
Retail,Srei Sahaj e-Village,4720,2008 (15 yrs old),China
Import & Export,Jindal Industries,4719,1952 (71 yrs old),USA
IT Services & Consulting,Anunta Technology Management Services,4717,2012 (11 yrs old),USA
Biotechnology,Stelis Biopharma,4716,2013 (10 yrs old),USA
Financial Services,Dvara KGFS,4715,2008 (15 yrs old),Canada
Jewellery,GRT Jewellers,4714,1964 (59 yrs old),India
Education & Training,IIT Madras,4712,1959 (64 yrs old),Brazil
Industrial Machinery,Lokesh Machines,4710,1983 (40 yrs old),Canada
Management Consulting,Franchise India Brands,4713,1999 (24 yrs old),USA
IT Services & Consulting,Icertis,4708,2009 (14 yrs old),Brazil
Financial Services,HDFC Asset Management Company,4711,1999 (24 yrs old),Germany
Manufacturing,Forbes & Company,4706,1765 (258 yrs old),USA
Chemicals,Alkyl Amines,4707,1979 (44 yrs old),Norway
Financial Services,TransUnion,4705,1968 (55 yrs old),USA
Food Processing,Creamline Dairy Products,4709,1986 (37 yrs old),UK
Insurance,Smc Insurance Brokers,4704,1990 (33 yrs old),USA
Law Enforcement & Security,B4S Solutions,4703,1989 (34 yrs old),Singapore
Insurance,Raksha TPA,4701,2002 (21 yrs old),Canada
Hospitality,International Travel House,4702,1981 (42 yrs old),Austria
Insurance,ReSource Pro,4683,2003 (20 yrs old),Brazil
Education & Training,Narayana Junior College,4681,1979 (44 yrs old),USA
Insurance,Aspire Home Finance,4682,2013 (10 yrs old),USA
Financial Services,Magma Housing Finance,4680,1989 (34 yrs old),USA
Financial Services,Envestnet Asset Management,4678,1999 (24 yrs old),Bermuda
,Agilent Technologies International,4679,,Netherlands
Recruitment,Walsons Facility Solutions,4677,1996 (27 yrs old),UK
Hospitality,Della Adventure Resort,4676,1991 (32 yrs old),USA
Automobile,Kalyani Motors,4675,2006 (17 yrs old),USA
Pharma,Kusum Healthcare,4674,1997 (26 yrs old),USA
NBFC,Adani Capital,4673,2017 (6 yrs old),India
Financial Services,Empower Retirement,4671,1891 (132 yrs old),New Zealand
EdTech,Great Learning,4672,2013 (10 yrs old),UK
BPO,Max Data Entry Services,4670,,USA
Electronics Manufacturing,Vishay Components,4669,1962 (61 yrs old),Germany
Petrochemicals,Micro Plastics,4668,2005 (18 yrs old),New Zealand
Food Processing,IB Group,4667,1985 (38 yrs old),UK
Government,Government of West Bengal,4664,1947 (76 yrs old),USA
IT Services & Consulting,Mindteck,4663,1991 (32 yrs old),USA
Telecom,Alcatel-Lucent,4666,1992 (31 yrs old),USA
Consumer Electronics & Appliances,Bose,4665,1964 (59 yrs old),USA
Oil & Gas,Amec Foster Wheeler,4659,1982 (41 yrs old),USA
Auto Components,Reliable Autotech,4660,1985 (38 yrs old),USA
Industrial Machinery,GE Transportation,4662,1907 (116 yrs old),Saudi Arabia
Logistics,Nippon Express,4661,1947 (76 yrs old),Canada
,Msn Life Sciences,4658,,India
Travel & Tourism,Carzonrent,4655,2000 (23 yrs old),Japan
Power,Nuclear Power Corporation of India,4657,1987 (36 yrs old),USA
Telecom,OnMobile Global,4656,2000 (23 yrs old),Canada
Iron & Steel,Slr Metaliks,4654,2005 (18 yrs old),India
Jewellery,Radium Creation,4653,1991 (32 yrs old),USA
Fashion & Textile,Shubhalakshmi Polyesters,4652,1979 (44 yrs old),USA
Hospitality,Doubletree By Hilton,4651,1969 (54 yrs old),India
Pharma,Shreya Life Sciences,4648,2001 (22 yrs old),USA
Non-Profit,Andhra Pradesh State Skill Developmentcorporation,4650,2014 (9 yrs old),USA
Education & Training,Central Institute of Mining and Fuel Research,4646,2007 (16 yrs old),Japan
Pharma,Himalaya Herbal Healthcare,4649,1930 (93 yrs old),India
Internet,KrazyBee,4645,2016 (7 yrs old),USA
Logistics,Holisol Logistics,4647,2009 (14 yrs old),South Africa
Healthcare,AIG Hospital,4643,1986 (37 yrs old),USA
Auto Components,Kinetic Engineering,4644,1970 (53 yrs old),Netherlands
FMCG,Veeba Food Services,4642,1983 (40 yrs old),USA
Electronics Manufacturing,Hipad Technology India,4641,2016 (7 yrs old),USA
IT Services & Consulting,Dataflow Group,4640,2018 (5 yrs old),USA
Real Estate,Chhatrapati Shivaji International Airport,4639,2006 (17 yrs old),USA
Real Estate,DEC Infra,4638,1968 (55 yrs old),USA
Software Product,Kronos Solutions,4637,1977 (46 yrs old),USA
Agro Chemicals,Paradeep Phosphates,4636,1981 (42 yrs old),USA
Metals & Mining,Timex Group India,4634,1854 (169 yrs old),Austria
Travel & Tourism,Impresario Entertainment & Hospitality,4633,2001 (22 yrs old),Sweden
Electronics Manufacturing,Preethi Kitchen Appliances,4635,1978 (45 yrs old),South Africa
Software Product,Netenrich Technologies,4631,2004 (19 yrs old),Bahamas
Industrial Machinery,Oerlikon Graziano Transmission,4632,1906 (117 yrs old),USA
IT Services & Consulting,Qualitest,4630,1997 (26 yrs old),USA
,Steelman Telecom,4629,1986 (37 yrs old),India
Analytics & KPO,Hgs Services,4628,2000 (23 yrs old),USA
Engineering & Construction,Dee Vee Projects,4627,1989 (34 yrs old),Brazil
Engineering & Construction,Gaja Engineering,4626,2011 (12 yrs old),USA
Telecom,Integrated Wireless Solutions,4625,2004 (19 yrs old),USA
IT Services & Consulting,AIG Business Solution,4623,2013 (10 yrs old),Ireland
IT Services & Consulting,Aristocrat Technologies,4622,1953 (70 yrs old),USA
Metals & Mining,Gravita,4624,1992 (31 yrs old),Spain
Non-Profit,UNICEF,4621,1946 (77 yrs old),USA
Iron & Steel,Kalyani Forge,4620,1979 (44 yrs old),USA
IT Services & Consulting,Evolent Health International,4618,2011 (12 yrs old),Canada
Engineering & Construction,Balajee Group,4617,2003 (20 yrs old),France
Financial Services,Midland Microfin,4619,2011 (12 yrs old),Spain
Insurance,CignaTTk Health Insurance,4616,2012 (11 yrs old),India
Hospitality,Ritz-Carlton,4615,1983 (40 yrs old),USA
Jewellery,Vaibhav Global,4614,1980 (43 yrs old),USA
Healthcare,Fresenius Medical Care,4613,1996 (27 yrs old),USA
IT Services & Consulting,Cadence Design Systems,4607,1988 (35 yrs old),Netherlands
Building Material,Prism Johnson Limited - RMC (India) Division,4612,1996 (27 yrs old),USA
Power,GE Renewable Energy,4611,2015 (8 yrs old),USA
Healthcare,Nobel Hygiene,4610,2000 (23 yrs old),USA
Engineering & Construction,Al Fara'a Group,4609,1980 (43 yrs old),Germany
FMCG,Kaleesuwari Refinery,4605,1993 (30 yrs old),India
Jewellery,Voylla,4606,2012 (11 yrs old),USA
Law Enforcement & Security,Confederation of Indian Industry,4608,1895 (128 yrs old),France
Healthcare,Kamineni Hospitals,4604,1995 (28 yrs old),USA
IT Services & Consulting,InKnowTech,4603,2002 (21 yrs old),USA
Printing & Publishing,Cenveo Publisher Services,4602,2003 (20 yrs old),Canada
Engineering & Construction,Edac Engineering,4601,1987 (36 yrs old),Italy
Industrial Machinery,Tokai Rubber Auto Parts India,4583,2008 (15 yrs old),India
Auto Components,IFB Automotive,4581,1974 (49 yrs old),USA
Industrial Machinery,Danieli,4582,1914 (109 yrs old),Canada
FMCG,Future Consumer,4580,1996 (27 yrs old),Indonesia
Retail,Iconic,4579,2013 (10 yrs old),USA
Food Processing,Sukhbir Agro Energy,4577,1999 (24 yrs old),USA
Oil & Gas,Vcs Quality Services,4578,2002 (21 yrs old),Israel
Oil & Gas,Weatherford,4576,1941 (82 yrs old),China
IT Services & Consulting,Vyom Labs,4575,2003 (20 yrs old),USA
Electrical Equipment,Tbea Energy,4574,2010 (13 yrs old),Canada
Oil & Gas,Reliance Petroleum,4572,2008 (15 yrs old),Sweden
Metals & Mining,Jindal Power,4573,2007 (16 yrs old),USA
Auto Components,TRF,4571,1962 (61 yrs old),USA
Pharma,Jubilant Biosys,4570,2000 (23 yrs old),Hong Kong
Financial Services,Travelex,4569,1976 (47 yrs old),Canada
FMCG,Hindustan Pencils,4568,1958 (65 yrs old),USA
Auto Components,Jayashree Polymers,4567,1984 (39 yrs old),USA
Industrial Machinery,General Energy Management Systems,4566,1999 (24 yrs old),Germany
Metals & Mining,Chandan Steel,4565,1969 (54 yrs old),USA
Oil & Gas,CR Asia,4562,1991 (32 yrs old),USA
Healthcare,Global Healthcare Billing Partners,4564,2016 (7 yrs old),Norway
Hospitality,Ibis,4563,,Canada
Healthcare,RG Stone Urology & Laparoscopy Hospital,4561,1986 (37 yrs old),Brazil
Education & Training,National Institute of Technology,4560,2007 (16 yrs old),Bermuda
IT Services & Consulting,Apex CoVantage,4559,1988 (35 yrs old),USA
Financial Services,Weizmann Forex,4558,1993 (30 yrs old),USA
Broadcasting,ETV Network,4557,1995 (28 yrs old),South Korea
Automobile,Volvo Trucks,4556,1928 (95 yrs old),China
Beauty & Personal Care,Health & Glow,4555,1997 (26 yrs old),Hong Kong
EdTech,Resonance Eduventures,4554,2001 (22 yrs old),Spain
Financial Services,Shriram Fortune Solutions,4553,1974 (49 yrs old),USA
Healthcare,Brawn Laboratories,4552,1990 (33 yrs old),USA
Clinical Research,Cliantha Research,4549,2004 (19 yrs old),USA
Banking,ICICI Merchant Service,4551,2009 (14 yrs old),Australia
Other,Cimpress,4548,1995 (28 yrs old),USA
Consumer Electronics & Appliances,Control Print,4550,1991 (32 yrs old),USA
IT Services & Consulting,RNF Technologies,4547,2009 (14 yrs old),USA
Auto Components,Volkswagen It Services India,4545,2016 (7 yrs old),USA
Education & Training,QSpiders,4544,2003 (20 yrs old),Germany
FinTech,Karvy Fintech,4543,1978 (45 yrs old),Israel
Retail,Gangar Eyenation,4546,1977 (46 yrs old),USA
,Nandi Toyota,4542,2001 (22 yrs old),USA
IT Services & Consulting,Cognizant Softvision,4541,1994 (29 yrs old),USA
Hospitality,Starbucks,4540,1971 (52 yrs old),China
Recruitment,ABC Consultants,4539,1969 (54 yrs old),USA
IT Services & Consulting,HCL Infotech,4536,1991 (32 yrs old),Spain
Telecom,Ceragon Networks,4538,1996 (27 yrs old),UK
Analytics & KPO,S&P Capital IQ,4537,1998 (25 yrs old),Canada
Fashion & Textile,Garden Silk Mills,4534,1979 (44 yrs old),USA
IT Services & Consulting,JNET Technologies,4535,2007 (16 yrs old),Germany
Automobile,BajajSons,4533,1985 (38 yrs old),France
Healthcare,Apollo Medskills,4532,2012 (11 yrs old),China
Telecom,Pyro Group,4531,1999 (24 yrs old),USA
Agro Chemicals,Dhampur Sugar Mills,4530,1933 (90 yrs old),Canada
Oil & Gas,Special Technical Services,4529,1980 (43 yrs old),USA
Education & Training,Indian Institute of Science,4528,1909 (114 yrs old),USA
Beverage,Moon Beverages,4527,1987 (36 yrs old),China
Auto Components,Star Engineers India,4525,1988 (35 yrs old),USA
BPO,Expert Global Solutions,4526,1999 (24 yrs old),Greece
Healthcare,Asian Heart Institute and Research Centre,4524,2002 (21 yrs old),USA
Oil & Gas,Sanmarg Projects,4523,2007 (16 yrs old),USA
Analytics & KPO,Royal Research,4521,2013 (10 yrs old),India
IT Services & Consulting,PIT Solutions,4522,2000 (23 yrs old),USA
Pharma,Wings Biotech,4519,1986 (37 yrs old),Canada
Hospitality,Four Seasons Hotel,4518,1997 (26 yrs old),Canada
Industrial Machinery,Elite Elevators,4520,2003 (20 yrs old),India
Real Estate,Pacific India,4517,1996 (27 yrs old),USA
IT Services & Consulting,Cloud4C,4515,2014 (9 yrs old),USA
Chemicals,Sakata Inx,4516,1920 (103 yrs old),USA
IT Services & Consulting,Mol Information Processing Services India,4514,1997 (26 yrs old),USA
Engineering & Construction,Mkc Infrastructure,4512,1963 (60 yrs old),USA
Automobile,MAN Truck & Bus,4511,1758 (265 yrs old),Monaco
FMCG,Ushodaya Enterprises,4510,1974 (49 yrs old),Bermuda
IT Services & Consulting,Stellar Innovations,4513,2016 (7 yrs old),USA
Internet,GoMechanic,4509,2016 (7 yrs old),USA
IT Services & Consulting,ShortHills Tech,4508,2018 (5 yrs old),USA
Education & Training,Sunstone,4505,2019 (4 yrs old),Brazil
Retail,Kolkata Bazaar,4504,2002 (21 yrs old),USA
Jewellery,Orra Fine Jewellery,4507,2004 (19 yrs old),USA
IT Services & Consulting,Arcesium,4506,2015 (8 yrs old),USA
Food Processing,Danone Foods Beverages,4502,1919 (104 yrs old),India
Industrial Machinery,KK Spun Pipes,4500,1977 (46 yrs old),USA
Oil & Gas,Raj Petro Specialities,4503,1942 (81 yrs old),Germany
IT Services & Consulting,Speridian Technologies,4481,2002 (21 yrs old),USA
Real Estate,IREO,4480,2004 (19 yrs old),USA
Chemicals,Deepak Phenolics,4479,2011 (12 yrs old),UK
Building Material,Sagar Cements,4477,1985 (38 yrs old),Israel
FMCG,Organic India,4478,1997 (26 yrs old),USA
Auto Components,Eastman Auto & Power,4476,2002 (21 yrs old),USA
Education & Training,Zee Learn,4475,2016 (7 yrs old),USA
Auto Components,Sun Vacuum Formers,4473,1986 (37 yrs old),USA
NBFC,Paul Merchants,4474,1984 (39 yrs old),USA
Chemicals,Gulbrandsen,4472,2003 (20 yrs old),USA
Agro Chemicals,Southern Petrochemical Industries Corporation,4471,1969 (54 yrs old),Netherlands
Telecom,Spectranet,4469,2000 (23 yrs old),USA
Automobile,Sai Service,4466,1985 (38 yrs old),Netherlands
Auto Components,PSA AVTEC Powertrain,4465,2017 (6 yrs old),Mexico
IT Services & Consulting,Qentelli,4468,2015 (8 yrs old),USA
Healthcare,LabCorp,4467,,Finland
Automobile,Hero Electric,4464,2007 (16 yrs old),Cambodia
Logistics,Brink's,4470,1859 (164 yrs old),UK
Telecom,Vodafone Intelligent Services,4462,2006 (17 yrs old),India
Engineering & Construction,Burns & McDonnell,4461,1898 (125 yrs old),Switzerland
IT Services & Consulting,TMF Group,4463,1988 (35 yrs old),Poland
Recruitment,Hays Business Solutions,4460,2011 (12 yrs old),Israel
Internet,MyMoneyMantra,4459,1989 (34 yrs old),USA
Banking,Emirates NBD,4458,1963 (60 yrs old),New Zealand
IT Services & Consulting,Softcell Technologies,4457,1989 (34 yrs old),USA
Recruitment,Entigrity Solutions,4456,2015 (8 yrs old),USA
Pharma,Alivira Animal Health,4454,2014 (9 yrs old),USA
Petrochemicals,Daelim Industrial Co.,4455,1939 (84 yrs old),USA
Manufacturing,Dixcy Textiles,4453,1984 (39 yrs old),USA
Electronics Manufacturing,GM Modular,4452,2000 (23 yrs old),USA
Food Processing,Gopal Snacks,4450,1994 (29 yrs old),USA
Logistics,UGC Supply Chain Solutions,4451,1999 (24 yrs old),USA
Auto Components,COMSTAR AUTOMOTIVE TECHNOLOGIES,4449,1999 (24 yrs old),USA
IT Services & Consulting,Galax E Solutions,4448,2003 (20 yrs old),USA
Consumer Electronics & Appliances,A.O. Smith,4447,1874 (149 yrs old),USA
Agro Chemicals,Dayal Fertilizers,4445,1979 (44 yrs old),Australia
Agro Chemicals,Insecticides India,4446,2002 (21 yrs old),Canada
Petrochemicals,SSF PLASTICS,4444,2006 (17 yrs old),USA
Non-Profit,Bandhan KOnnagar,4442,2001 (22 yrs old),India
Food Processing,Theobroma Foods,4441,2004 (19 yrs old),Brazil
BPO,Alorica,4440,2018 (5 yrs old),UK
Financial Services,OneAssist Consumer Solutions,4443,2011 (12 yrs old),USA
Management Consulting,Course5,4439,2000 (23 yrs old),USA
Financial Services,BOB Financial Solutions,4438,1994 (29 yrs old),USA
Building Material,Finolex Ind,4437,,Canada
Recruitment,Ikya Human Capital,4435,,USA
Engineering & Construction,BIC Contracting,4436,,USA
IT Services & Consulting,Ultimate Kronos Group,4434,1977 (46 yrs old),Canada
Agriculture,Monsanto,4433,1901 (122 yrs old),USA
Logistics,Shyplite,4432,2015 (8 yrs old),USA
IT Services & Consulting,Robosoft Technologies,4430,1996 (27 yrs old),USA
Pharma,Med Manor Organics,4429,1998 (25 yrs old),USA
Recruitment,Lobo Staffing Solutions,4431,2003 (20 yrs old),USA
Medical Equipment,GKB RX Lens,4428,1959 (64 yrs old),USA
IT Services & Consulting,Perficient,4424,1997 (26 yrs old),Finland
Analytics & KPO,GfK MODE,4426,1934 (89 yrs old),Canada
IT Services & Consulting,TomTom,4427,1991 (32 yrs old),USA
Oil & Gas,Applus Velosi,4423,1982 (41 yrs old),Canada
IT Services & Consulting,IBM Info Services,4425,1999 (24 yrs old),Canada
Biotechnology,Acg Pam Pharma Technologies,4421,1964 (59 yrs old),USA
Food Processing,Barmalt Malting,4422,1967 (56 yrs old),China
Fashion & Textile,Chiripal Industries,4420,1972 (51 yrs old),USA
IT Services & Consulting,Galore Networks,4418,2005 (18 yrs old),USA
Real Estate,Balaji Enterprises,4419,1991 (32 yrs old),Israel
IT Services & Consulting,NextGen Healthcare,4417,1974 (49 yrs old),Germany
Auto Components,Jay Ushin,4415,1959 (64 yrs old),USA
